months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,zip_code,policyholder_gender,policyholder_occupation_sector,date_of_loss,loss_type,loss_location_address,loss_location_city,loss_location_state,time_of_loss,claim_amount,vehicle_year,vehicle_make,vehicle_model,vehicle_weight,previous_losses
19,30,5193340,IN,500/1000,500,1002.57,2000000,46204,Male,Transportation,2023-01-20,Vandalism,8043 Maple St,Indianapolis,IN,02:31,1659.27,2020,Honda,Civic,2900,Yes
143,42,1887403,SC,250/500,1000,472.25,0,29201,Male,Technology,2023-12-10,Rear-end,1948 Pine St,Columbia,SC,02:11,5459.09,2017,Nissan,Altima,3200,Yes
181,51,1175647,TN,250/500,500,521.52,1000000,37203,Female,Hospitality,,,,,,,,2015,Toyota,RAV4,3600,No
50,73,6260938,ME,250/500,500,1065.47,0,04401,Male,Hospitality,2024-02-17,Vandalism,1212 Elm St,Bangor,ME,00:01,9890.46,2014,Ford,Escape,3500,No
23,37,7479424,WI,250/500,1000,1001.62,1000000,53202,Male,Hospitality,,,,,,,,2016,Volkswagen,Jetta,3000,Yes
1,52,3478039,VA,250/500,500,587.24,0,23219,Female,Finance,,,,,,,,2018,Tesla,Model 3,3600,No
98,52,9298943,NH,500/1000,1000,668.92,0,03101,Female,Healthcare,,,,,,,,2019,Chevrolet,Equinox,3700,No
71,47,8677626,GA,250/500,1000,534.16,2000000,30303,Male,Technology,,,,,,,,2019,Volkswagen,Jetta,3000,No
22,17,2666261,AL,500/1000,500,1265.48,0,35203,Female,Education,2024-02-26,Intersection,8021 Pine St,Birmingham,AL,23:59,14161.55,2012,Volkswagen,Tiguan,3800,No
7,58,7776971,NC,250/500,1000,746.19,0,28202,Male,Technology,2020-09-26,Intersection,1025 Pine St,Charlotte,NC,02:58,11214.61,2018,Chevrolet,Silverado,4800,Yes
11,55,3685212,AL,500/1000,1000,776.77,0,35203,Male,Technology,,,,,,,,2013,Hyundai,Santa Fe,3900,No
81,61,5094591,AL,250/500,1000,934.66,0,35801,Male,Education,,,,,,,,2015,Toyota,Corolla,3000,No
9,22,1273207,WI,250/500,500,825.98,2000000,53202,Male,Technology,,,,,,,,2017,Chevrolet,Equinox,3700,No
62,49,4208208,KY,250/500,500,636.64,2000000,40507,Male,Manufacturing,,,,,,,,2024,Honda,Civic,2900,No
7,27,1310838,MI,250/500,500,996.91,0,48201,Female,Technology,,,,,,,,2013,Honda,Civic,2900,No
17,47,6939814,NC,500/1000,500,873.57,0,28202,Female,Finance,2020-03-28,Animal,7121 Maple St,Charlotte,NC,02:25,15614.15,2018,Toyota,Camry,3300,No
29,39,5960858,ME,250/500,500,529.6,2000000,04101,Female,Healthcare,,,,,,,,2014,Hyundai,Elantra,2800,No
15,51,3012859,AL,250/500,500,773.37,1000000,35203,Female,Finance,,,,,,,,2016,Kia,Sorento,4100,Yes
40,34,2127233,TN,500/1000,1000,726.16,1000000,37203,Male,Finance,,,,,,,,2020,Jeep,Cherokee,4200,No
13,28,3581996,GA,250/500,1000,450.0,0,31401,Male,Hospitality,,,,,,,,2022,Chevrolet,Equinox,3700,No
49,45,7030274,GA,500/1000,1000,936.71,0,30303,Male,Transportation,,,,,,,,2014,Subaru,Outback,3600,No
109,51,5487971,SC,250/500,500,566.37,0,29401,Male,Healthcare,,,,,,,,2018,Hyundai,Santa Fe,3900,No
31,56,8808112,NH,500/1000,1000,450.0,0,03301,Male,Technology,,,,,,,,2013,Subaru,Outback,3600,No
53,66,4657119,SC,500/1000,500,858.95,1000000,29401,Female,Transportation,,,,,,,,2016,Subaru,Forester,3500,No
19,65,1986973,OH,250/500,500,880.94,1000000,44114,Female,Education,,,,,,,,2020,Subaru,Outback,3600,Yes
62,52,9589073,NH,500/1000,1000,463.35,0,03101,Female,Finance,,,,,,,,2018,Jeep,Cherokee,4200,No
120,35,7321513,VT,250/500,500,450.0,0,05602,Female,Healthcare,,,,,,,,2020,Hyundai,Santa Fe,3900,Yes
11,38,7611339,NC,500/1000,1000,609.83,0,28202,Male,Healthcare,,,,,,,,2015,Jeep,Grand Cherokee,4800,No
3,41,1029718,IN,250/500,500,593.31,0,46204,Female,Finance,,,,,,,,2019,Hyundai,Elantra,2800,No
59,46,3219606,AL,250/500,1000,567.88,0,35801,Male,Hospitality,,,,,,,,2023,Ford,Escape,3500,No
26,39,6201882,AL,500/1000,500,702.13,0,35801,Male,Hospitality,,,,,,,,2021,Ford,Explorer,4300,No
27,51,1350390,SC,250/500,1000,805.47,0,29401,Male,Education,2021-12-21,Vandalism,1967 Maple St,Charleston,SC,11:56,10062.1,2013,Chevrolet,Equinox,3700,No
17,56,1931096,MI,500/1000,500,657.02,1000000,48201,Female,Hospitality,,,,,,,,2013,Kia,Sportage,3500,No
56,31,6289137,VA,500/1000,500,877.96,0,23510,Female,Technology,,,,,,,,2021,Nissan,Rogue,3600,No
8,51,8851005,ME,250/500,1000,522.13,0,04101,Female,Manufacturing,,,,,,,,2015,Tesla,Model 3,3600,No
10,32,1251323,TN,500/1000,500,628.95,0,37902,Female,Technology,2023-11-03,Single vehicle,2722 Pine St,Knoxville,TN,20:41,2437.15,2009,Honda,Civic,2900,Yes
9,34,5354431,NC,500/1000,1000,828.37,0,27601,Female,Education,,,,,,,,2019,Subaru,Outback,3600,No
14,30,6930192,IN,500/1000,500,717.53,0,46204,Female,Retail,,,,,,,,2017,Ford,Explorer,4300,No
9,19,4360820,SC,250/500,500,925.86,0,29201,Female,Finance,,,,,,,,2019,Toyota,RAV4,3600,Yes
127,17,2745927,WI,250/500,500,679.95,1000000,53202,Female,Retail,,,,,,,,2005,Hyundai,Santa Fe,3900,No
18,46,4429587,AL,250/500,500,941.19,1000000,35801,Female,Transportation,,,,,,,,2011,Ford,Explorer,4300,No
56,23,7987561,OH,250/500,500,967.32,1000000,44114,Male,Retail,,,,,,,,2016,Jeep,Cherokee,4200,Yes
142,77,5518383,NH,250/500,500,902.93,0,03101,Male,Technology,2022-11-30,Animal,517 Maple St,Manchester,NH,21:05,2343.25,2017,Ford,Explorer,4300,No
14,29,7089196,IL,250/500,500,659.59,0,60601,Female,Transportation,,,,,,,,2021,Hyundai,Elantra,2800,No
24,63,2051797,SC,500/1000,500,905.42,0,29401,Female,Technology,,,,,,,,2013,Jeep,Grand Cherokee,4800,No
32,17,8212163,VT,500/1000,500,842.75,1000000,05602,Male,Healthcare,,,,,,,,2015,Toyota,Corolla,3000,No
10,38,4690276,IN,250/500,500,450.0,0,46802,Male,Education,,,,,,,,2014,Hyundai,Santa Fe,3900,No
10,42,8022681,OH,500/1000,1000,883.47,0,44114,Male,Technology,,,,,,,,2021,Toyota,RAV4,3600,No
50,20,5833399,GA,500/1000,1000,838.71,0,31401,Female,Education,,,,,,,,2018,Honda,Civic,2900,No
45,36,8026519,GA,500/1000,1000,629.62,2000000,31401,Male,Manufacturing,2025-05-19,Intersection,7157 Elm St,Savannah,GA,06:54,2425.43,2021,Subaru,Outback,3600,No
92,40,8528738,IN,250/500,500,1044.06,0,46204,Female,Technology,,,,,,,,2023,Toyota,Corolla,3000,No
25,65,2850396,WI,250/500,500,793.4,0,53202,Female,Education,,,,,,,,2022,Honda,CR-V,3700,Yes
32,38,5096368,WI,250/500,1000,1141.3,0,53703,Female,Transportation,,,,,,,,2024,Kia,Sportage,3500,No
10,30,2823886,VT,500/1000,1000,450.0,0,05401,Female,Healthcare,,,,,,,,2018,Nissan,Rogue,3600,No
98,35,6035273,MI,250/500,1000,450.0,0,49503,Male,Education,2021-11-01,Intersection,466 Elm St,Grand Rapids,MI,20:43,2101.79,2017,Tesla,Model 3,3600,No
129,59,9643582,SC,250/500,500,757.01,1000000,29401,Male,Healthcare,,,,,,,,2020,Honda,Accord,3300,No
82,48,9959498,VA,500/1000,500,785.93,0,23510,Male,Finance,,,,,,,,2023,Hyundai,Elantra,2800,No
122,34,8207143,ME,250/500,500,617.87,1000000,04401,Female,Technology,,,,,,,,2014,Chevrolet,Silverado,4800,No
16,57,4430492,ME,250/500,500,525.3,1000000,04401,Male,Hospitality,,,,,,,,2016,Chevrolet,Equinox,3700,No
17,45,9967773,NH,250/500,500,704.24,1000000,03301,Male,Transportation,,,,,,,,2016,Subaru,Outback,3600,Yes
12,21,9441110,IL,500/1000,500,981.01,1000000,60505,Male,Healthcare,2022-05-17,Animal,8759 Maple St,Aurora,IL,11:06,10946.11,2011,Nissan,Altima,3200,No
64,35,4222381,GA,500/1000,500,707.2,0,30303,Female,Healthcare,,,,,,,,2017,Ford,Explorer,4300,Yes
109,31,2034606,SC,250/500,1000,741.22,0,29201,Female,Finance,,,,,,,,2019,Hyundai,Elantra,2800,No
16,69,7700597,VT,500/1000,500,912.56,0,05401,Female,Transportation,2024-12-23,Theft,8426 Pine St,Burlington,VT,15:21,10235.97,2015,Chevrolet,Silverado,4800,Yes
42,55,3359001,MI,500/1000,500,810.35,0,49503,Male,Education,,,,,,,,2012,Kia,Sorento,4100,Yes
1,44,5532970,MI,250/500,500,756.33,0,49503,Female,Healthcare,2025-04-02,Single vehicle,7654 Elm St,Grand Rapids,MI,06:31,1355.57,2016,Subaru,Outback,3600,No
37,35,4829602,VA,250/500,500,736.12,1000000,23219,Male,Finance,2023-05-24,Animal,6677 Pine St,Richmond,VA,22:18,10135.24,2020,Tesla,Model Y,4400,No
165,68,1994770,MI,250/500,500,568.57,2000000,48201,Male,Healthcare,,,,,,,,2022,Volkswagen,Jetta,3000,No
59,33,2899650,GA,250/500,500,758.81,0,30303,Female,Technology,,,,,,,,2013,Subaru,Outback,3600,No
300,41,2327360,AL,250/500,500,636.99,0,35801,Male,Hospitality,,,,,,,,2019,Ford,F-150,4600,No
25,20,8842293,IN,250/500,500,939.17,1000000,46204,Female,Education,,,,,,,,2016,Kia,Sportage,3500,Yes
64,57,3649866,TN,250/500,1000,635.86,0,37902,Male,Hospitality,,,,,,,,2014,Volkswagen,Jetta,3000,No
61,53,6050763,MI,250/500,500,738.17,0,49503,Female,Finance,,,,,,,,2011,Chevrolet,Malibu,3400,No
241,44,7043691,VA,250/500,500,511.74,0,23510,Female,Manufacturing,,,,,,,,2013,Nissan,Rogue,3600,No
30,35,8802698,GA,250/500,500,593.52,0,30303,Female,Transportation,2024-03-07,Animal,4822 Elm St,Atlanta,GA,21:14,3929.17,2023,Toyota,Camry,3300,No
53,42,7790804,TN,500/1000,500,978.21,0,37902,Female,Hospitality,2020-04-02,Rear-end,2977 Elm St,Knoxville,TN,01:18,5050.81,2024,Jeep,Grand Cherokee,4800,No
3,64,5127731,NC,250/500,500,1039.53,1000000,27601,Female,Finance,,,,,,,,2016,Jeep,Cherokee,4200,No
12,64,1933863,NH,500/1000,500,450.0,0,03301,Male,Manufacturing,2021-07-08,Single vehicle,8597 Elm St,Concord,NH,06:51,615.36,2016,Hyundai,Elantra,2800,Yes
32,56,1608638,MI,250/500,1000,682.47,0,48201,Female,Education,,,,,,,,2024,Jeep,Grand Cherokee,4800,No
104,69,3125806,KY,500/1000,500,767.92,2000000,40507,Male,Technology,,,,,,,,2014,Tesla,Model 3,3600,Yes
38,61,1801605,AL,500/1000,500,852.14,0,35203,Female,Retail,,,,,,,,2010,Ford,Explorer,4300,No
52,55,4020710,VT,500/1000,500,450.0,2000000,05401,Male,Healthcare,,,,,,,,2017,Kia,Sorento,4100,No
9,44,9584252,GA,250/500,1000,846.94,0,31401,Female,Education,2023-12-15,Theft,2837 Maple St,Savannah,GA,01:04,4973.14,2015,Subaru,Forester,3500,No
50,66,8063174,SC,250/500,1000,473.52,1000000,29201,Female,Transportation,,,,,,,,2013,Hyundai,Santa Fe,3900,Yes
48,38,8781998,IN,500/1000,1000,666.66,0,46204,Female,Transportation,,,,,,,,2014,Subaru,Forester,3500,No
7,41,8278150,OH,500/1000,500,1096.47,0,44114,Female,Retail,,,,,,,,2017,Toyota,Camry,3300,Yes
81,43,3041284,TN,500/1000,500,805.48,0,37203,Male,Healthcare,2022-01-10,Intersection,5965 Elm St,Nashville,TN,08:33,1254.74,2021,Tesla,Model Y,4400,No
58,44,9051982,ME,250/500,500,797.49,0,04401,Male,Technology,2020-10-10,Single vehicle,7434 Maple St,Bangor,ME,01:32,4470.1,2020,Hyundai,Santa Fe,3900,No
1,50,6645731,ME,500/1000,500,821.1,0,04101,Male,Technology,2025-12-31,Rear-end,3751 Elm St,Portland,ME,23:12,6350.85,2011,Ford,Escape,3500,No
86,55,8649316,IL,250/500,500,639.86,0,60505,Male,Manufacturing,2023-08-25,Animal,3453 Oak St,Aurora,IL,14:00,2935.19,2015,Nissan,Altima,3200,Yes
3,43,7863333,OH,250/500,500,516.29,0,43215,Female,Finance,2022-01-27,Intersection,692 Elm St,Columbus,OH,09:50,7509.2,2018,Kia,Sportage,3500,No
71,54,1136277,ME,250/500,1000,930.39,0,04401,Female,Healthcare,2023-04-24,Vandalism,4187 Oak St,Bangor,ME,07:14,2285.02,2012,Kia,Sorento,4100,No
13,35,1735083,IL,500/1000,1000,487.87,0,60601,Female,Technology,2025-11-22,Rear-end,1038 Maple St,Chicago,IL,23:29,9685.29,2011,Chevrolet,Malibu,3400,No
64,26,3632429,SC,250/500,500,949.56,0,29201,Male,Transportation,2021-10-28,Rear-end,3445 Oak St,Columbia,SC,11:11,5213.54,2019,Tesla,Model 3,3600,No
143,42,5834753,KY,250/500,1000,730.2,0,40202,Female,Hospitality,,,,,,,,2011,Honda,Accord,3300,Yes
17,27,6351967,GA,250/500,500,809.39,0,31401,Male,Manufacturing,,,,,,,,2016,Volkswagen,Jetta,3000,No
63,45,7116699,VA,500/1000,500,998.9,1000000,23510,Male,Finance,,,,,,,,2016,Nissan,Rogue,3600,No
71,55,9008130,NC,250/500,500,1025.81,0,28202,Female,Transportation,,,,,,,,2018,Jeep,Grand Cherokee,4800,No
21,59,5240016,TN,250/500,500,879.46,0,37902,Male,Education,,,,,,,,2022,Nissan,Altima,3200,No
99,62,1659537,IL,250/500,500,689.87,0,60505,Male,Hospitality,2022-08-31,Intersection,596 Elm St,Aurora,IL,13:00,2131.06,2020,Nissan,Rogue,3600,No
33,37,4458182,GA,500/1000,1000,802.87,2000000,30303,Male,Hospitality,,,,,,,,2019,Tesla,Model Y,4400,No
51,38,5597332,VA,250/500,500,511.64,0,23219,Male,Manufacturing,,,,,,,,2015,Tesla,Model 3,3600,Yes
1,40,8177736,VA,500/1000,1000,523.59,0,23510,Female,Manufacturing,2025-06-27,Intersection,1287 Pine St,Norfolk,VA,09:58,14717.92,2014,Kia,Sorento,4100,No
104,37,3780388,GA,250/500,500,626.89,0,31401,Male,Transportation,2022-12-03,Animal,3458 Oak St,Savannah,GA,00:34,12313.65,2012,Toyota,Corolla,3000,No
115,35,8601920,NC,250/500,500,609.42,0,27601,Male,Transportation,2021-05-10,Animal,1109 Maple St,Raleigh,NC,15:13,713.96,2015,Toyota,Camry,3300,No
37,24,3554010,VA,250/500,500,1133.04,1000000,23219,Female,Healthcare,,,,,,,,2016,Ford,Escape,3500,No
1,58,8932958,TN,500/1000,500,903.41,1000000,37902,Female,Hospitality,,,,,,,,2024,Chevrolet,Silverado,4800,No
9,36,3524400,AL,250/500,1000,450.0,0,35801,Male,Manufacturing,2020-06-20,Intersection,7866 Oak St,Huntsville,AL,07:33,1302.99,2017,Jeep,Grand Cherokee,4800,No
29,62,9678314,NC,250/500,500,919.75,0,28202,Female,Healthcare,2020-12-04,Theft,5714 Elm St,Charlotte,NC,17:08,2936.49,2017,Chevrolet,Equinox,3700,No
209,66,8885630,VT,500/1000,500,650.34,0,05602,Female,Manufacturing,,,,,,,,2015,Volkswagen,Tiguan,3800,Yes
3,37,8248662,GA,250/500,1000,650.86,0,30303,Female,Transportation,2024-11-21,Single vehicle,7943 Elm St,Atlanta,GA,16:29,4168.93,2012,Toyota,Camry,3300,No
100,35,5285222,KY,500/1000,1000,450.0,0,40202,Male,Manufacturing,2020-04-03,Rear-end,980 Pine St,Louisville,KY,03:08,6437.32,2016,Jeep,Cherokee,4200,Yes
104,41,8126671,WI,250/500,500,749.58,0,53703,Male,Transportation,2024-03-25,Animal,2809 Oak St,Madison,WI,05:45,1208.55,2014,Tesla,Model Y,4400,No
21,17,8518987,GA,500/1000,1000,1080.58,1000000,31401,Male,Finance,2020-02-01,Theft,3721 Oak St,Savannah,GA,11:41,7795.94,2019,Kia,Sportage,3500,Yes
4,51,6762624,VA,250/500,500,672.87,0,23510,Male,Retail,,,,,,,,2013,Nissan,Rogue,3600,No
11,37,7148893,SC,500/1000,500,756.15,0,29401,Female,Manufacturing,2025-10-03,Intersection,6842 Pine St,Charleston,SC,23:25,10151.06,2015,Nissan,Rogue,3600,No
51,36,3771549,AL,250/500,500,603.58,0,35203,Female,Retail,,,,,,,,2020,Volkswagen,Tiguan,3800,No
81,42,9641535,VT,500/1000,500,450.0,1000000,05401,Male,Technology,2020-04-30,Vandalism,1469 Elm St,Burlington,VT,15:10,2621.24,2008,Tesla,Model 3,3600,No
67,55,4604140,MI,500/1000,500,1182.37,0,49503,Female,Manufacturing,,,,,,,,2017,Chevrolet,Equinox,3700,No
80,46,2958255,GA,250/500,500,584.35,1000000,30303,Male,Technology,,,,,,,,2009,Jeep,Cherokee,4200,No
125,49,5628676,OH,250/500,500,894.2,0,43215,Female,Education,,,,,,,,2018,Subaru,Outback,3600,No
194,38,4778763,NH,250/500,1000,450.0,0,03101,Female,Technology,,,,,,,,2014,Honda,Civic,2900,No
61,32,1816659,KY,250/500,500,934.71,0,40507,Male,Education,2022-06-14,Vandalism,6728 Maple St,Lexington,KY,22:41,4960.33,2023,Hyundai,Elantra,2800,No
19,36,7316464,IN,250/500,500,1030.73,0,46802,Male,Education,,,,,,,,2021,Kia,Sorento,4100,No
50,48,4676819,AL,250/500,500,450.0,0,35203,Male,Healthcare,,,,,,,,2009,Ford,Explorer,4300,Yes
35,49,4797628,NC,250/500,500,610.0,1000000,28202,Male,Finance,2024-11-23,Intersection,5585 Pine St,Charlotte,NC,15:59,11665.54,2014,Nissan,Rogue,3600,Yes
9,37,5613244,MI,250/500,1000,1163.79,0,49503,Female,Transportation,,,,,,,,2016,Jeep,Cherokee,4200,Yes
53,35,8256323,IN,250/500,500,701.78,0,46802,Female,Finance,,,,,,,,2012,Kia,Sorento,4100,No
4,51,1309743,AL,250/500,500,608.53,0,35801,Male,Retail,,,,,,,,2015,Ford,Escape,3500,No
163,44,7399460,SC,250/500,500,481.96,0,29201,Female,Education,2023-12-13,Single vehicle,3042 Elm St,Columbia,SC,04:07,12379.85,2013,Tesla,Model 3,3600,No
54,46,2362218,TN,250/500,500,622.05,1000000,37203,Female,Transportation,,,,,,,,2019,Tesla,Model 3,3600,No
63,43,5045763,KY,500/1000,500,820.86,0,40507,Male,Transportation,,,,,,,,2015,Kia,Sorento,4100,Yes
23,45,2491920,NC,250/500,500,677.8,0,27601,Female,Education,2024-04-28,Single vehicle,2728 Elm St,Raleigh,NC,05:28,1285.56,2018,Chevrolet,Silverado,4800,No
19,34,6788272,OH,250/500,1000,721.68,1000000,43215,Female,Manufacturing,,,,,,,,2016,Ford,Escape,3500,Yes
26,47,7372545,VA,250/500,500,1001.42,2000000,23219,Female,Finance,,,,,,,,2022,Hyundai,Santa Fe,3900,No
60,53,1650855,WI,250/500,1000,568.17,0,53703,Male,Education,,,,,,,,2010,Subaru,Forester,3500,No
14,43,3843651,KY,250/500,500,748.17,0,40202,Male,Healthcare,2021-11-28,Rear-end,8182 Maple St,Louisville,KY,00:43,3333.14,2017,Nissan,Altima,3200,Yes
30,17,4486762,KY,250/500,1000,1221.06,0,40202,Male,Healthcare,,,,,,,,2024,Tesla,Model Y,4400,No
190,51,8678912,VA,500/1000,500,488.95,0,23510,Female,Manufacturing,,,,,,,,2019,Hyundai,Santa Fe,3900,Yes
29,55,7552304,KY,250/500,500,732.88,0,40202,Male,Manufacturing,,,,,,,,2015,Hyundai,Santa Fe,3900,No
278,17,3748875,MI,250/500,500,946.46,0,49503,Male,Finance,,,,,,,,2023,Tesla,Model Y,4400,Yes
186,32,2029691,VT,250/500,500,450.0,1000000,05401,Female,Education,,,,,,,,2015,Tesla,Model 3,3600,No
35,66,7887652,OH,250/500,500,604.08,0,43215,Female,Manufacturing,2021-11-03,Animal,7058 Pine St,Columbus,OH,18:29,57251.29,2019,Ford,Explorer,4300,No
25,42,4299929,IL,250/500,1000,790.84,0,60601,Female,Technology,2024-06-22,Vandalism,1119 Maple St,Chicago,IL,19:15,18283.15,2024,Toyota,RAV4,3600,No
271,23,4157472,IL,250/500,500,947.55,0,60601,Female,Education,2023-09-13,Vandalism,6589 Elm St,Chicago,IL,10:29,2963.19,2024,Toyota,RAV4,3600,No
16,45,2739895,IL,250/500,500,928.45,0,60601,Male,Manufacturing,2021-03-07,Animal,9209 Oak St,Chicago,IL,23:39,14760.24,2024,Chevrolet,Equinox,3700,No
156,70,7360106,IL,250/500,500,617.93,0,60601,Male,Healthcare,2022-08-26,Intersection,7084 Pine St,Chicago,IL,16:05,1548.52,2017,Nissan,Rogue,3600,No
95,54,1891305,TN,250/500,500,710.71,0,37902,Male,Manufacturing,,,,,,,,2018,Hyundai,Elantra,2800,No
22,43,1761287,WI,500/1000,500,809.9,0,53202,Female,Education,2023-03-26,Rear-end,9146 Elm St,Milwaukee,WI,12:26,6267.51,2006,Hyundai,Santa Fe,3900,No
1,32,3761326,OH,250/500,500,719.64,0,44114,Male,Finance,,,,,,,,2018,Ford,Explorer,4300,No
40,27,4789566,WI,250/500,1000,1055.4,0,53202,Female,Finance,,,,,,,,2019,Subaru,Forester,3500,Yes
28,59,7509164,VA,250/500,500,952.65,0,23510,Female,Education,,,,,,,,2021,Chevrolet,Malibu,3400,No
28,46,7051330,AL,500/1000,1000,862.08,0,35801,Female,Healthcare,2025-03-12,Intersection,892 Oak St,Huntsville,AL,09:31,3878.94,2020,Honda,Accord,3300,Yes
2,53,6772205,IN,500/1000,500,792.19,2000000,46204,Male,Retail,,,,,,,,2012,Jeep,Grand Cherokee,4800,No
21,42,4605160,IL,250/500,500,768.76,0,60601,Female,Healthcare,,,,,,,,2011,Tesla,Model Y,4400,No
63,45,1475558,GA,250/500,500,1077.0,0,31401,Female,Hospitality,,,,,,,,2022,Hyundai,Elantra,2800,No
71,42,9046532,IN,500/1000,500,656.57,2000000,46204,Male,Technology,,,,,,,,2016,Tesla,Model 3,3600,Yes
217,46,9898526,SC,250/500,500,679.23,0,29201,Male,Finance,,,,,,,,2016,Toyota,RAV4,3600,No
50,49,1722437,SC,500/1000,500,583.24,0,29401,Male,Finance,,,,,,,,2017,Nissan,Altima,3200,No
56,75,2899022,TN,250/500,500,742.52,0,37203,Male,Technology,,,,,,,,2015,Kia,Sportage,3500,No
79,70,1039623,OH,250/500,500,804.12,0,43215,Female,Transportation,,,,,,,,2015,Tesla,Model 3,3600,No
9,76,7398374,VA,250/500,500,909.09,1000000,23219,Female,Hospitality,,,,,,,,2023,Subaru,Forester,3500,No
9,45,6524089,VT,250/500,1000,842.49,1000000,05401,Male,Healthcare,,,,,,,,2018,Chevrolet,Equinox,3700,No
79,27,7677618,NH,500/1000,500,837.47,1000000,03301,Female,Manufacturing,,,,,,,,2022,Tesla,Model Y,4400,Yes
78,33,4942919,NH,500/1000,1000,720.63,2000000,03301,Male,Education,,,,,,,,2019,Hyundai,Santa Fe,3900,No
22,46,1987201,WI,250/500,1000,831.1,1000000,53703,Male,Retail,,,,,,,,2020,Ford,Explorer,4300,No
86,68,2719848,VA,250/500,500,450.0,0,23510,Male,Transportation,2021-06-09,Animal,9185 Pine St,Norfolk,VA,07:08,4228.7,2012,Hyundai,Elantra,2800,Yes
146,23,2283254,GA,250/500,500,887.89,0,31401,Female,Hospitality,,,,,,,,2013,Kia,Sportage,3500,No
33,18,9303859,NH,250/500,500,1082.28,0,03101,Female,Technology,,,,,,,,2022,Ford,Escape,3500,No
67,66,7413606,IL,250/500,500,530.01,0,60601,Female,Hospitality,2023-08-04,Intersection,1784 Pine St,Chicago,IL,06:13,6296.29,2015,Jeep,Grand Cherokee,4800,Yes
39,41,9675406,IN,250/500,500,1274.11,0,46802,Male,Manufacturing,,,,,,,,2023,Nissan,Rogue,3600,No
32,38,6976736,IN,250/500,500,770.13,0,46802,Male,Finance,,,,,,,,2012,Chevrolet,Silverado,4800,No
163,47,5725559,NC,250/500,500,450.0,0,28202,Female,Technology,,,,,,,,2018,Nissan,Altima,3200,Yes
22,51,8862599,IL,250/500,500,785.64,2000000,60601,Male,Hospitality,2024-12-05,Single vehicle,3381 Maple St,Chicago,IL,07:04,8892.31,2024,Toyota,Camry,3300,No
35,28,6533847,NC,250/500,500,686.33,0,27601,Female,Finance,2020-06-01,Animal,8832 Pine St,Raleigh,NC,11:24,2323.21,2023,Toyota,RAV4,3600,Yes
27,43,9085635,IL,250/500,1000,812.45,0,60505,Female,Healthcare,,,,,,,,2013,Jeep,Cherokee,4200,No
53,36,9980735,SC,500/1000,500,1181.26,0,29401,Female,Manufacturing,,,,,,,,2017,Nissan,Altima,3200,No
49,38,1453034,ME,250/500,1000,650.93,0,04101,Male,Education,,,,,,,,2020,Honda,Civic,2900,Yes
227,48,2980822,SC,250/500,500,605.82,1000000,29401,Female,Education,2024-02-06,Vandalism,1589 Pine St,Charleston,SC,08:49,4404.2,2020,Jeep,Grand Cherokee,4800,Yes
7,42,6935993,VA,250/500,500,1111.46,0,23510,Female,Healthcare,,,,,,,,2021,Chevrolet,Equinox,3700,Yes
10,39,5354554,TN,500/1000,1000,700.96,0,37203,Female,Retail,,,,,,,,2018,Chevrolet,Silverado,4800,No
47,66,3625176,MI,250/500,500,512.69,1000000,49503,Female,Hospitality,,,,,,,,2017,Toyota,RAV4,3600,No
36,56,3593964,TN,500/1000,1000,565.35,0,37203,Male,Healthcare,,,,,,,,2008,Tesla,Model Y,4400,No
84,24,1190287,GA,250/500,500,1185.26,0,30303,Male,Hospitality,2020-07-16,Rear-end,297 Elm St,Atlanta,GA,02:59,67447.44,2019,Ford,Escape,3500,No
12,46,2303418,NH,500/1000,500,579.29,0,03301,Female,Technology,2024-05-27,Theft,9101 Oak St,Concord,NH,15:17,8171.56,2019,Honda,Civic,2900,Yes
10,51,9746198,IN,250/500,500,1036.0,1000000,46204,Female,Transportation,,,,,,,,2016,Subaru,Outback,3600,No
28,36,6608599,VA,500/1000,500,615.64,0,23510,Male,Retail,,,,,,,,2013,Jeep,Grand Cherokee,4800,No
43,24,4758999,OH,250/500,1000,857.49,0,44114,Female,Hospitality,2022-11-14,Single vehicle,3093 Maple St,Cleveland,OH,08:41,4025.51,2020,Nissan,Rogue,3600,No
75,36,2360064,KY,250/500,500,450.0,2000000,40507,Female,Retail,2020-05-03,Rear-end,1588 Maple St,Lexington,KY,22:24,9227.2,2019,Nissan,Altima,3200,Yes
180,17,2069504,VA,250/500,500,712.64,0,23219,Female,Technology,,,,,,,,2011,Tesla,Model 3,3600,No
3,28,4126624,TN,500/1000,1000,648.86,1000000,37203,Male,Finance,2024-12-10,Theft,4505 Elm St,Nashville,TN,05:08,10964.1,2020,Ford,F-150,4600,No
73,74,2596625,IN,500/1000,1000,1026.88,0,46204,Male,Manufacturing,,,,,,,,2010,Volkswagen,Tiguan,3800,No
300,61,1231378,ME,250/500,1000,549.4,0,04401,Female,Healthcare,2022-01-11,Vandalism,7796 Maple St,Bangor,ME,14:10,2078.94,2017,Ford,F-150,4600,Yes
64,37,1713439,ME,250/500,500,800.3,0,04101,Male,Hospitality,,,,,,,,2013,Chevrolet,Malibu,3400,No
53,42,8465724,IL,250/500,1000,731.15,0,60505,Female,Transportation,,,,,,,,2024,Toyota,Corolla,3000,No
6,43,1821527,TN,250/500,1000,720.04,0,37203,Female,Healthcare,,,,,,,,2012,Honda,Civic,2900,No
