months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,zip_code,policyholder_gender,policyholder_occupation_sector,date_of_loss,loss_type,loss_location_address,loss_location_city,loss_location_state,time_of_loss,claim_amount,vehicle_year,vehicle_make,vehicle_model,vehicle_weight,previous_losses
13,45,7330195,OH,250/500,1000,841.82,1000000,44114,Male,Education,2024-01-13,Single vehicle,2077 Pine St,Cleveland,OH,22:26,728.2,2012,Subaru,Outback,3600,Yes
60,60,8768738,VT,250/500,500,590.3,2000000,05401,Female,Education,2021-07-28,Rear-end,1855 Maple St,Burlington,VT,23:51,1906.07,2017,Jeep,Grand Cherokee,4800,No
24,50,7062944,IN,250/500,1000,482.32,0,46204,Female,Hospitality,2022-03-26,Theft,729 Pine St,Indianapolis,IN,02:55,7826.47,2012,Subaru,Outback,3600,No
196,30,7708828,GA,250/500,1000,450.0,0,31401,Female,Finance,2022-10-23,Theft,9549 Maple St,Savannah,GA,16:53,4195.91,2014,Subaru,Outback,3600,No
16,39,1916375,IL,250/500,500,961.98,2000000,60505,Male,Education,2025-12-05,Theft,1183 Oak St,Aurora,IL,15:29,19632.22,2015,Chevrolet,Silverado,4800,Yes
33,54,3996172,TN,250/500,500,585.14,0,37203,Male,Healthcare,2024-06-15,Animal,9792 Oak St,Nashville,TN,15:43,4499.14,2020,Tesla,Model 3,3600,No
70,54,1591404,OH,250/500,1000,450.0,0,43215,Male,Manufacturing,2020-11-09,Rear-end,2334 Elm St,Columbus,OH,19:39,5388.95,2018,Hyundai,Elantra,2800,No
13,40,3488753,AL,500/1000,1000,955.16,0,35801,Female,Manufacturing,2021-05-14,Theft,3288 Pine St,Huntsville,AL,17:25,28655.84,2018,Ford,F-150,4600,Yes
56,27,5419146,NC,250/500,1000,879.93,0,27601,Female,Hospitality,2025-06-04,Intersection,2255 Pine St,Raleigh,NC,13:26,7766.3,2016,Tesla,Model 3,3600,Yes
47,33,1606034,ME,250/500,500,869.95,0,04101,Female,Healthcare,2025-04-26,Theft,2350 Pine St,Portland,ME,00:50,36766.5,2016,Toyota,Camry,3300,No
37,45,3829517,NH,500/1000,500,772.05,0,03101,Female,Hospitality,2021-04-22,Theft,3082 Pine St,Manchester,NH,04:46,1365.82,2013,Tesla,Model 3,3600,No
158,44,9845685,IL,500/1000,500,450.0,1000000,60601,Female,Education,2024-03-27,Vandalism,8953 Oak St,Chicago,IL,05:57,5784.34,2021,Subaru,Outback,3600,No
22,44,8129385,NH,500/1000,1000,1269.59,0,03101,Male,Manufacturing,2022-09-11,Intersection,3087 Oak St,Manchester,NH,22:22,2506.07,2024,Tesla,Model 3,3600,No
83,52,3983532,WI,500/1000,500,850.67,0,53202,Female,Transportation,2020-01-07,Single vehicle,9137 Maple St,Milwaukee,WI,21:45,1723.33,2020,Jeep,Grand Cherokee,4800,No
111,18,6391792,SC,500/1000,500,1025.77,0,29201,Female,Finance,2025-02-02,Vandalism,1861 Oak St,Columbia,SC,07:11,3542.05,2017,Ford,F-150,4600,No
14,73,7902019,VT,500/1000,1000,621.56,0,05602,Male,Education,2025-10-03,Vandalism,879 Maple St,Montpelier,VT,18:55,1712.3,2017,Ford,F-150,4600,No
5,37,9631934,KY,500/1000,500,749.94,1000000,40507,Female,Healthcare,2023-08-16,Animal,2430 Pine St,Lexington,KY,16:01,1518.84,2021,Jeep,Grand Cherokee,4800,No
123,60,1580232,MI,250/500,500,773.52,0,48201,Male,Education,2020-05-29,Intersection,3087 Elm St,Detroit,MI,07:52,4134.04,2017,Tesla,Model 3,3600,No
20,64,8582153,VA,250/500,500,902.4,2000000,23219,Male,Technology,2022-11-14,Rear-end,2968 Elm St,Richmond,VA,14:25,14068.77,2014,Tesla,Model 3,3600,No
112,70,4641058,TN,250/500,500,694.0,1000000,37902,Female,Transportation,2024-05-18,Rear-end,815 Pine St,Knoxville,TN,22:55,2750.83,2023,Ford,F-150,4600,No
78,48,9317199,SC,500/1000,500,660.07,1000000,29401,Male,Transportation,2022-04-16,Intersection,6203 Pine St,Charleston,SC,07:47,3131.68,2014,Toyota,Camry,3300,No
80,58,8531422,VA,250/500,500,907.75,0,23219,Female,Finance,2021-10-01,Animal,2377 Maple St,Richmond,VA,15:06,13192.63,2023,Chevrolet,Silverado,4800,Yes
14,51,9172607,VA,250/500,500,470.95,2000000,23510,Female,Retail,2025-04-20,Theft,1438 Pine St,Norfolk,VA,18:19,10790.53,2012,Ford,F-150,4600,No
190,49,2312269,IL,250/500,500,485.6,0,60601,Female,Transportation,2023-01-14,Animal,1785 Elm St,Chicago,IL,05:26,1323.05,2012,Subaru,Outback,3600,No
1,49,4169054,VA,250/500,500,1173.52,0,23219,Male,Transportation,2024-09-05,Animal,8718 Elm St,Richmond,VA,16:24,3020.69,2015,Chevrolet,Silverado,4800,No
92,43,6415136,OH,500/1000,500,701.47,0,43215,Male,Technology,2023-09-04,Animal,2905 Elm St,Columbus,OH,23:18,1724.12,2021,Chevrolet,Silverado,4800,No
20,57,9680525,GA,250/500,500,723.79,1000000,30303,Male,Finance,2025-01-18,Theft,1576 Oak St,Atlanta,GA,14:37,3170.78,2013,Honda,Civic,2900,No
152,85,7615338,NC,250/500,1000,691.31,1000000,27601,Male,Healthcare,2022-05-26,Single vehicle,4659 Oak St,Raleigh,NC,22:19,6120.99,2014,Chevrolet,Silverado,4800,Yes
18,54,8770964,SC,250/500,1000,858.57,0,29201,Male,Finance,2022-01-27,Vandalism,8228 Oak St,Columbia,SC,09:19,7282.61,2018,Ford,F-150,4600,No
77,22,8514035,VA,250/500,1000,1037.69,0,23219,Male,Transportation,2023-06-04,Theft,6691 Maple St,Richmond,VA,23:35,2374.56,2014,Hyundai,Elantra,2800,No
28,18,5169514,IN,250/500,500,1104.41,2000000,46204,Female,Retail,2023-11-12,Animal,7603 Oak St,Indianapolis,IN,03:02,12869.24,2018,Subaru,Outback,3600,No
29,29,7009630,KY,250/500,500,922.86,1000000,40507,Female,Education,2023-01-19,Animal,5080 Pine St,Lexington,KY,17:10,1693.74,2021,Tesla,Model 3,3600,No
1,39,4344148,MI,250/500,1000,764.61,1000000,49503,Male,Technology,2021-07-26,Animal,5076 Pine St,Grand Rapids,MI,21:07,5025.63,2011,Subaru,Outback,3600,No
1,33,4862043,ME,250/500,500,821.65,0,04101,Female,Healthcare,2024-01-21,Vandalism,3832 Elm St,Portland,ME,01:24,11134.6,2009,Honda,Civic,2900,No
19,32,8057780,IN,250/500,1000,1138.38,0,46204,Female,Technology,2025-01-02,Intersection,6434 Maple St,Indianapolis,IN,22:23,5992.42,2010,Tesla,Model 3,3600,No
23,43,4038449,NH,250/500,500,630.66,0,03101,Female,Retail,2020-03-27,Animal,8718 Pine St,Manchester,NH,15:54,4396.44,2011,Jeep,Grand Cherokee,4800,Yes
61,55,5461445,TN,500/1000,500,957.08,2000000,37203,Female,Technology,2024-12-24,Rear-end,2314 Oak St,Nashville,TN,17:29,4529.74,2019,Ford,F-150,4600,No
182,64,8767764,VA,250/500,500,530.23,0,23219,Female,Hospitality,2021-03-04,Rear-end,1629 Maple St,Richmond,VA,23:07,973.86,2014,Honda,Civic,2900,No
256,58,1418634,TN,250/500,1000,1051.51,0,37203,Female,Finance,2022-02-21,Single vehicle,5649 Maple St,Nashville,TN,20:41,1005.97,2023,Subaru,Outback,3600,Yes
202,61,8474704,AL,500/1000,500,616.53,0,35801,Male,Transportation,2023-01-20,Animal,8855 Maple St,Huntsville,AL,14:28,831.45,2013,Tesla,Model 3,3600,No
12,46,9962461,TN,250/500,500,649.54,2000000,37203,Male,Transportation,2021-06-06,Intersection,810 Maple St,Nashville,TN,08:06,1050.53,2015,Subaru,Outback,3600,No
27,59,8365936,SC,250/500,1000,451.95,0,29401,Female,Education,2024-03-18,Rear-end,2228 Elm St,Charleston,SC,17:52,804.62,2018,Jeep,Grand Cherokee,4800,No
41,49,4109430,KY,250/500,500,886.56,0,40202,Female,Transportation,2020-12-22,Intersection,4514 Oak St,Louisville,KY,00:28,9347.75,2021,Jeep,Grand Cherokee,4800,No
68,47,7392530,VA,250/500,500,913.21,0,23219,Male,Retail,2022-10-13,Rear-end,5773 Maple St,Richmond,VA,21:17,5057.16,2019,Hyundai,Elantra,2800,No
101,59,6410098,IN,250/500,500,450.0,0,46204,Male,Technology,2025-08-03,Intersection,5162 Oak St,Indianapolis,IN,16:48,2887.2,2012,Chevrolet,Silverado,4800,No
42,33,7350620,OH,500/1000,500,979.5,0,44114,Female,Finance,2024-09-17,Theft,9761 Maple St,Cleveland,OH,01:51,6202.21,2021,Tesla,Model 3,3600,No
53,44,6644485,VT,250/500,500,634.6,0,05401,Female,Retail,2022-08-27,Animal,1741 Pine St,Burlington,VT,10:49,12079.77,2016,Honda,Civic,2900,No
19,62,8595731,MI,250/500,500,514.53,2000000,49503,Female,Healthcare,2020-06-04,Single vehicle,4576 Maple St,Grand Rapids,MI,21:00,8597.89,2013,Tesla,Model 3,3600,No
14,61,7623395,TN,500/1000,500,729.84,0,37203,Male,Hospitality,2025-05-14,Intersection,3187 Maple St,Nashville,TN,02:33,1444.1,2016,Toyota,Camry,3300,No
91,24,7965214,IN,250/500,500,781.77,0,46204,Female,Transportation,2022-12-13,Rear-end,6636 Oak St,Indianapolis,IN,22:14,12528.61,2014,Ford,F-150,4600,No
25,49,4247180,OH,250/500,1000,570.32,0,44114,Female,Hospitality,2021-10-18,Intersection,966 Oak St,Cleveland,OH,12:15,1720.25,2019,Toyota,Camry,3300,No
16,39,2141576,ME,250/500,500,450.0,1000000,04401,Male,Education,2025-06-25,Intersection,8179 Maple St,Bangor,ME,08:17,2582.62,2014,Chevrolet,Silverado,4800,Yes
141,23,9968936,SC,500/1000,500,838.07,0,29401,Female,Transportation,2024-10-14,Intersection,6402 Elm St,Charleston,SC,13:51,2346.88,2023,Chevrolet,Silverado,4800,No
66,36,8212995,ME,500/1000,500,514.37,0,04401,Female,Finance,2021-08-21,Single vehicle,6476 Elm St,Bangor,ME,16:52,46580.68,2011,Honda,Civic,2900,No
27,28,9003669,AL,500/1000,500,722.57,0,35801,Male,Finance,2024-12-22,Vandalism,5018 Maple St,Huntsville,AL,09:20,1295.95,2019,Honda,Civic,2900,No
1,80,2499588,GA,500/1000,1000,867.37,0,30303,Male,Healthcare,2021-05-04,Single vehicle,6426 Maple St,Atlanta,GA,07:16,6016.45,2020,Ford,F-150,4600,Yes
34,71,8155358,SC,500/1000,500,961.53,0,29401,Male,Manufacturing,2023-03-15,Intersection,2413 Elm St,Charleston,SC,08:18,549.99,2018,Hyundai,Elantra,2800,No
119,55,2190329,VT,500/1000,500,450.0,0,05401,Male,Education,2020-03-20,Single vehicle,4669 Maple St,Burlington,VT,10:58,2986.97,2008,Ford,F-150,4600,No
31,31,9744060,AL,250/500,1000,813.15,0,35801,Female,Technology,2024-09-14,Theft,3125 Pine St,Huntsville,AL,23:17,1350.06,2021,Honda,Civic,2900,No
31,31,8492004,AL,250/500,500,450.0,1000000,35203,Female,Technology,2024-12-02,Single vehicle,7700 Oak St,Birmingham,AL,19:02,7610.7,2015,Hyundai,Elantra,2800,No
28,25,2116597,TN,250/500,500,612.19,0,37203,Female,Technology,2023-08-07,Vandalism,7824 Oak St,Nashville,TN,22:28,2123.59,2017,Honda,Civic,2900,No
1,54,8587669,SC,250/500,1000,652.22,1000000,29401,Male,Retail,2025-06-08,Animal,6651 Oak St,Charleston,SC,17:17,1334.61,2016,Honda,Civic,2900,Yes
52,32,3947297,VT,500/1000,1000,802.67,2000000,05401,Male,Finance,2021-09-20,Intersection,1502 Maple St,Burlington,VT,20:49,4083.85,2019,Ford,F-150,4600,No
162,32,5491771,VT,250/500,1000,450.0,0,05602,Female,Retail,2020-10-12,Rear-end,413 Oak St,Montpelier,VT,17:02,4972.8,2018,Chevrolet,Silverado,4800,Yes
44,44,4057382,NH,250/500,1000,517.11,1000000,03301,Male,Finance,2022-06-01,Rear-end,8036 Oak St,Concord,NH,05:05,1477.27,2018,Honda,Civic,2900,No
80,51,3579169,SC,250/500,500,892.78,0,29201,Male,Finance,2024-09-05,Single vehicle,8429 Pine St,Columbia,SC,19:57,2356.6,2023,Honda,Civic,2900,Yes
48,85,2095437,NH,250/500,500,952.06,1000000,03101,Male,Education,2024-07-17,Vandalism,5349 Maple St,Manchester,NH,14:11,2856.19,2013,Chevrolet,Silverado,4800,No
70,39,6331718,AL,250/500,1000,829.21,0,35801,Female,Finance,2023-01-30,Intersection,151 Maple St,Huntsville,AL,13:08,1167.09,2017,Subaru,Outback,3600,No
57,33,7600956,VA,250/500,1000,515.66,1000000,23510,Male,Finance,2020-11-09,Animal,3681 Pine St,Norfolk,VA,05:58,2233.72,2011,Ford,F-150,4600,No
123,48,6678330,VA,500/1000,500,450.0,2000000,23219,Male,Hospitality,2025-03-07,Animal,6498 Elm St,Richmond,VA,20:59,5639.76,2018,Toyota,Camry,3300,Yes
12,44,5999742,SC,250/500,500,672.3,0,29201,Male,Education,2023-10-10,Animal,3692 Pine St,Columbia,SC,16:49,2204.22,2016,Chevrolet,Silverado,4800,Yes
74,35,2635178,GA,250/500,500,984.38,1000000,31401,Male,Retail,2024-09-28,Rear-end,4240 Maple St,Savannah,GA,11:18,3050.22,2018,Honda,Civic,2900,No
43,35,1428499,NH,250/500,500,680.04,0,03301,Male,Technology,2023-08-31,Intersection,9044 Elm St,Concord,NH,15:47,8212.61,2019,Subaru,Outback,3600,No
6,46,9532609,IN,250/500,1000,708.74,0,46802,Female,Finance,2025-10-19,Rear-end,4482 Oak St,Fort Wayne,IN,12:11,1837.46,2018,Chevrolet,Silverado,4800,No
75,72,8856441,ME,250/500,500,656.63,0,04101,Female,Healthcare,2022-11-09,Theft,3112 Maple St,Portland,ME,15:19,1595.05,2010,Subaru,Outback,3600,No
48,70,1095638,VT,250/500,1000,1110.76,0,05401,Male,Education,2025-07-18,Animal,2849 Pine St,Burlington,VT,20:08,6375.22,2015,Tesla,Model 3,3600,Yes
90,25,7094127,MI,250/500,500,823.17,0,48201,Male,Manufacturing,2022-07-12,Single vehicle,8757 Pine St,Detroit,MI,11:13,7061.86,2012,Honda,Civic,2900,No
75,62,4091475,MI,250/500,500,823.19,1000000,48201,Female,Hospitality,2023-07-16,Rear-end,9702 Maple St,Detroit,MI,00:36,935.45,2016,Chevrolet,Silverado,4800,No
49,67,6406838,OH,250/500,500,545.08,2000000,43215,Female,Finance,2022-01-15,Theft,4928 Oak St,Columbus,OH,02:09,1931.24,2007,Ford,F-150,4600,No
176,45,3443521,VA,500/1000,500,501.32,0,23219,Male,Education,2022-10-17,Animal,1626 Elm St,Richmond,VA,15:47,5336.71,2014,Jeep,Grand Cherokee,4800,Yes
49,54,6767109,IL,500/1000,500,653.15,0,60505,Female,Transportation,2022-08-31,Vandalism,7373 Oak St,Aurora,IL,08:49,6161.68,2017,Toyota,Camry,3300,No
56,54,1719282,MI,500/1000,1000,749.24,0,48201,Female,Technology,2021-03-03,Animal,1633 Pine St,Detroit,MI,18:30,5296.67,2020,Tesla,Model 3,3600,No
195,55,2856577,VT,500/1000,500,509.45,0,05602,Male,Hospitality,2020-11-13,Animal,7239 Pine St,Montpelier,VT,18:58,28109.51,2016,Ford,F-150,4600,No
2,21,5340163,TN,250/500,1000,1106.38,0,37203,Male,Finance,2021-07-12,Rear-end,6868 Pine St,Nashville,TN,14:21,5011.67,2017,Chevrolet,Silverado,4800,Yes
40,71,7591896,OH,250/500,500,557.99,0,43215,Male,Education,2025-06-26,Intersection,5657 Elm St,Columbus,OH,23:07,17725.26,2013,Honda,Civic,2900,No
24,33,8994017,IN,250/500,1000,722.53,0,46204,Female,Hospitality,2021-03-03,Single vehicle,5940 Pine St,Indianapolis,IN,04:04,6490.56,2013,Honda,Civic,2900,No
300,40,6961335,MI,250/500,1000,635.63,1000000,49503,Female,Finance,2025-09-02,Rear-end,6588 Elm St,Grand Rapids,MI,08:51,5296.88,2013,Ford,F-150,4600,No
1,53,8760408,IL,500/1000,500,981.68,1000000,60505,Male,Hospitality,2024-07-23,Intersection,2992 Maple St,Aurora,IL,11:01,3440.65,2021,Jeep,Grand Cherokee,4800,No
12,45,5619293,NC,500/1000,500,867.85,2000000,28202,Female,Manufacturing,2025-02-03,Single vehicle,5045 Elm St,Charlotte,NC,16:09,15675.06,2022,Ford,F-150,4600,Yes
21,46,2177321,IN,500/1000,500,468.11,2000000,46802,Male,Transportation,2023-12-21,Intersection,2067 Pine St,Fort Wayne,IN,03:14,2512.62,2017,Chevrolet,Silverado,4800,No
68,35,3384125,GA,250/500,500,450.0,0,30303,Female,Education,2022-01-06,Intersection,1612 Maple St,Atlanta,GA,12:38,3596.73,2018,Hyundai,Elantra,2800,No
249,33,4929175,TN,500/1000,1000,602.34,0,37203,Male,Technology,2025-01-19,Single vehicle,7039 Pine St,Nashville,TN,04:00,1082.97,2014,Jeep,Grand Cherokee,4800,Yes
2,61,7026591,ME,250/500,1000,693.0,0,04401,Female,Education,2020-02-04,Animal,2370 Elm St,Bangor,ME,14:42,1690.23,2014,Honda,Civic,2900,No
124,36,3211798,OH,500/1000,500,618.51,0,43215,Female,Technology,2022-09-19,Animal,3400 Maple St,Columbus,OH,11:45,11912.11,2015,Hyundai,Elantra,2800,No
98,38,1573024,MI,500/1000,1000,504.98,1000000,49503,Male,Finance,2020-07-23,Animal,5438 Oak St,Grand Rapids,MI,11:47,9048.71,2015,Hyundai,Elantra,2800,No
137,34,6908694,TN,500/1000,500,647.08,0,37203,Female,Transportation,2022-09-01,Single vehicle,3761 Pine St,Nashville,TN,11:26,17038.55,2012,Chevrolet,Silverado,4800,No
11,59,1006959,NH,250/500,1000,1033.59,0,03301,Male,Hospitality,2021-02-13,Vandalism,9675 Maple St,Concord,NH,13:51,2331.0,2017,Jeep,Grand Cherokee,4800,No
22,39,2438179,ME,250/500,1000,569.61,0,04101,Female,Finance,2025-07-23,Vandalism,8647 Maple St,Portland,ME,16:44,4395.08,2014,Ford,F-150,4600,No
69,47,1038795,WI,500/1000,1000,837.19,1000000,53202,Female,Retail,2024-11-01,Animal,5394 Oak St,Milwaukee,WI,20:30,9697.0,2022,Toyota,Camry,3300,No
144,52,6078999,SC,250/500,1000,725.08,0,29201,Female,Hospitality,2024-03-12,Rear-end,5107 Elm St,Columbia,SC,00:59,22264.6,2024,Chevrolet,Silverado,4800,No
142,69,1619483,SC,500/1000,500,450.0,0,29401,Male,Transportation,2021-06-29,Animal,4245 Maple St,Charleston,SC,17:53,8653.42,2017,Jeep,Grand Cherokee,4800,No
98,35,1303363,WI,500/1000,500,843.96,0,53703,Female,Finance,2024-01-19,Theft,439 Elm St,Madison,WI,17:20,4095.58,2015,Hyundai,Elantra,2800,Yes
50,39,5529874,OH,250/500,1000,576.79,0,43215,Male,Finance,2021-12-11,Rear-end,9177 Elm St,Columbus,OH,11:12,1600.33,2013,Ford,F-150,4600,No
8,85,4724858,TN,250/500,1000,532.9,2000000,37902,Male,Retail,2024-06-15,Vandalism,9372 Maple St,Knoxville,TN,03:46,1098.98,2012,Jeep,Grand Cherokee,4800,No
79,23,5341225,OH,250/500,1000,1069.52,1000000,43215,Female,Technology,2022-02-07,Vandalism,8532 Elm St,Columbus,OH,02:31,3342.04,2012,Honda,Civic,2900,No
4,20,6120603,MI,500/1000,500,917.22,1000000,48201,Female,Education,2020-02-06,Animal,2248 Pine St,Detroit,MI,00:06,3996.56,2019,Tesla,Model 3,3600,No
32,85,6493175,ME,500/1000,500,1128.41,0,04101,Male,Healthcare,2022-10-21,Animal,216 Pine St,Portland,ME,14:57,9763.29,2017,Ford,F-150,4600,Yes
3,53,4260268,TN,250/500,500,1031.88,1000000,37203,Male,Healthcare,2025-11-11,Single vehicle,7124 Oak St,Nashville,TN,02:36,5554.7,2012,Tesla,Model 3,3600,Yes
25,55,1814146,NC,500/1000,500,597.88,2000000,28202,Male,Hospitality,2023-11-26,Vandalism,7867 Pine St,Charlotte,NC,07:03,2363.04,2014,Jeep,Grand Cherokee,4800,No
6,56,8427973,OH,500/1000,500,739.52,1000000,44114,Male,Manufacturing,2025-06-09,Rear-end,6504 Pine St,Cleveland,OH,03:51,6384.48,2019,Hyundai,Elantra,2800,No
19,30,6893242,AL,250/500,1000,793.12,0,35203,Male,Hospitality,2024-02-29,Vandalism,743 Maple St,Birmingham,AL,02:14,4173.93,2017,Honda,Civic,2900,No
24,39,7958832,IL,250/500,500,564.28,0,60601,Male,Finance,2021-01-01,Theft,7927 Maple St,Chicago,IL,12:06,2644.29,2011,Subaru,Outback,3600,No
21,43,5462301,NC,250/500,1000,1031.35,0,28202,Female,Finance,2025-05-31,Single vehicle,8705 Elm St,Charlotte,NC,15:05,3236.9,2020,Toyota,Camry,3300,No
12,54,1956432,VT,500/1000,500,941.3,0,05401,Female,Education,2020-11-01,Single vehicle,1354 Pine St,Burlington,VT,19:00,13830.85,2016,Ford,F-150,4600,No
188,53,3477013,VA,500/1000,500,450.0,1000000,23219,Male,Hospitality,2024-01-06,Rear-end,4266 Elm St,Richmond,VA,23:00,5512.95,2023,Tesla,Model 3,3600,No
95,17,6587056,ME,500/1000,1000,753.81,0,04101,Female,Manufacturing,2024-07-22,Animal,2472 Elm St,Portland,ME,20:02,2135.91,2016,Jeep,Grand Cherokee,4800,No
44,49,6021957,AL,250/500,1000,916.76,0,35203,Female,Retail,2022-03-08,Animal,9294 Elm St,Birmingham,AL,23:04,12538.99,2018,Jeep,Grand Cherokee,4800,No
3,53,4166010,SC,500/1000,500,602.24,0,29201,Female,Hospitality,2023-05-20,Vandalism,3542 Maple St,Columbia,SC,06:58,14990.91,2019,Honda,Civic,2900,No
47,21,1965428,NC,500/1000,500,928.94,0,27601,Male,Healthcare,2021-11-30,Single vehicle,7705 Pine St,Raleigh,NC,04:42,2391.3,2012,Subaru,Outback,3600,Yes
89,39,3180956,GA,250/500,500,789.08,0,30303,Female,Hospitality,2020-12-20,Single vehicle,2592 Elm St,Atlanta,GA,19:11,2937.79,2018,Honda,Civic,2900,No
80,27,4993950,IN,250/500,500,624.54,0,46204,Male,Technology,2025-03-23,Rear-end,5825 Pine St,Indianapolis,IN,11:56,6196.24,2020,Jeep,Grand Cherokee,4800,No
30,37,4184893,TN,250/500,500,601.13,2000000,37203,Male,Hospitality,2024-12-15,Rear-end,3053 Elm St,Nashville,TN,12:05,6667.99,2018,Jeep,Grand Cherokee,4800,No
132,48,6547974,KY,250/500,500,450.0,0,40507,Female,Manufacturing,2024-09-28,Vandalism,7182 Elm St,Lexington,KY,15:07,3966.19,2017,Chevrolet,Silverado,4800,No
1,62,1710781,WI,250/500,500,710.91,0,53703,Male,Manufacturing,2021-02-10,Animal,3933 Oak St,Madison,WI,11:18,3354.98,2015,Tesla,Model 3,3600,No
32,26,6444428,VA,250/500,500,825.42,0,23510,Male,Manufacturing,2021-11-27,Rear-end,1203 Oak St,Norfolk,VA,16:16,5812.73,2021,Toyota,Camry,3300,No
46,40,1807457,VT,250/500,500,450.0,0,05602,Female,Transportation,2020-11-23,Theft,9366 Pine St,Montpelier,VT,01:16,4842.67,2012,Chevrolet,Silverado,4800,No
285,44,9194403,KY,500/1000,1000,674.68,2000000,40507,Female,Education,2024-11-07,Vandalism,3029 Maple St,Lexington,KY,17:08,27695.38,2017,Jeep,Grand Cherokee,4800,No
66,52,1830759,NH,500/1000,500,636.97,0,03101,Female,Healthcare,2025-12-29,Animal,1023 Oak St,Manchester,NH,04:00,1171.89,2024,Chevrolet,Silverado,4800,Yes
152,21,6497711,IL,500/1000,500,643.74,0,60601,Male,Healthcare,2021-02-28,Single vehicle,8203 Oak St,Chicago,IL,05:03,10097.88,2024,Hyundai,Elantra,2800,Yes
159,20,7540097,VA,500/1000,1000,839.26,0,23219,Male,Technology,2025-02-01,Vandalism,486 Elm St,Richmond,VA,15:25,17225.92,2022,Tesla,Model 3,3600,No
8,46,4740364,SC,500/1000,500,450.0,0,29401,Male,Healthcare,2020-08-20,Rear-end,5762 Pine St,Charleston,SC,12:13,6301.86,2013,Ford,F-150,4600,No
31,49,2448494,OH,250/500,500,918.39,2000000,44114,Male,Transportation,2020-01-04,Intersection,5989 Pine St,Cleveland,OH,14:41,6396.36,2010,Hyundai,Elantra,2800,No
156,48,1807494,SC,250/500,500,706.24,0,29401,Female,Manufacturing,2025-08-15,Single vehicle,4071 Oak St,Charleston,SC,02:19,1916.85,2020,Tesla,Model 3,3600,No
87,47,7577503,MI,250/500,1000,786.39,1000000,48201,Male,Transportation,2020-11-20,Intersection,2141 Oak St,Detroit,MI,06:49,611.69,2023,Chevrolet,Silverado,4800,No
40,43,3597947,VA,250/500,500,855.12,0,23510,Male,Healthcare,2021-05-02,Rear-end,5065 Pine St,Norfolk,VA,01:46,10169.98,2016,Ford,F-150,4600,No
35,25,8210044,OH,250/500,500,1018.75,0,43215,Male,Education,2020-05-31,Intersection,6907 Pine St,Columbus,OH,17:57,10654.97,2011,Hyundai,Elantra,2800,No
40,66,9855511,WI,250/500,1000,680.95,0,53703,Female,Technology,2020-03-01,Rear-end,9708 Elm St,Madison,WI,02:03,5202.87,2019,Tesla,Model 3,3600,No
48,59,8801449,WI,250/500,500,912.62,0,53703,Male,Finance,2025-04-11,Rear-end,4939 Elm St,Madison,WI,20:28,6570.2,2020,Hyundai,Elantra,2800,Yes
1,53,8271524,OH,250/500,500,965.81,2000000,43215,Female,Healthcare,2023-10-23,Single vehicle,920 Maple St,Columbus,OH,03:59,761.33,2013,Ford,F-150,4600,No
7,37,4793645,NH,250/500,500,865.6,1000000,03301,Male,Retail,2023-08-06,Rear-end,482 Maple St,Concord,NH,03:04,33054.04,2014,Chevrolet,Silverado,4800,Yes
1,43,6016973,ME,500/1000,500,927.43,0,04401,Female,Retail,2021-01-03,Vandalism,4408 Maple St,Bangor,ME,21:06,1874.77,2018,Honda,Civic,2900,Yes
149,44,7459686,IN,500/1000,500,708.6,0,46204,Female,Education,2023-07-18,Intersection,2275 Elm St,Indianapolis,IN,06:40,4600.85,2009,Tesla,Model 3,3600,No
60,48,7064071,WI,500/1000,1000,553.97,2000000,53202,Female,Manufacturing,2020-09-24,Vandalism,7038 Maple St,Milwaukee,WI,21:34,5377.26,2008,Toyota,Camry,3300,No
83,74,9651228,VT,250/500,500,508.73,1000000,05602,Male,Transportation,2024-08-19,Rear-end,4838 Maple St,Montpelier,VT,14:36,27004.16,2023,Toyota,Camry,3300,No
87,31,6039367,IN,250/500,500,701.78,0,46802,Male,Healthcare,2022-05-03,Vandalism,4347 Elm St,Fort Wayne,IN,12:50,5080.64,2015,Toyota,Camry,3300,No
8,71,1880480,KY,250/500,1000,1053.4,0,40202,Male,Transportation,2023-03-19,Animal,640 Maple St,Louisville,KY,06:37,1448.31,2020,Toyota,Camry,3300,No
2,47,1932195,WI,500/1000,1000,758.82,1000000,53703,Female,Healthcare,2025-10-13,Vandalism,530 Pine St,Madison,WI,17:40,2969.25,2019,Ford,F-150,4600,No
239,35,3764202,NC,500/1000,1000,716.04,0,28202,Male,Healthcare,2025-12-10,Animal,4431 Maple St,Charlotte,NC,15:25,3027.89,2021,Toyota,Camry,3300,Yes
36,36,1349489,NC,250/500,500,861.45,1000000,28202,Male,Healthcare,2023-04-14,Animal,1397 Elm St,Charlotte,NC,09:59,4166.87,2021,Jeep,Grand Cherokee,4800,No
7,71,9837579,ME,500/1000,1000,1138.92,0,04101,Female,Transportation,2020-11-28,Rear-end,1184 Elm St,Portland,ME,02:03,1375.48,2020,Subaru,Outback,3600,Yes
6,24,8095489,WI,250/500,500,811.05,0,53202,Male,Education,2020-04-11,Single vehicle,9121 Elm St,Milwaukee,WI,01:25,17131.68,2010,Ford,F-150,4600,No
